qid,pergunta,votos,nRespostas,views,tags,descricao,lastModifyed,socreatedAt
496167,O que é e e qual a vantagem de usar “span<T>”?,5,0,57,"['c++', 'c++20', 'gsl']","O C++20 conta com um novo tipo std::span. Bibliotecas externas como GSL também provêm implementações compatíveis com C++14 e C++17. Buscando entender o que é um span<T>, esbarrei com a seguinte definição: Um span é uma view representando uma sequência de elementos contíguos em memória. Essa é uma definição bastante abstrata e, ao menos para um leigo em C++, ela não ajuda muito a entender o que é um span<T>. Tentando entender melhor para que serve um span<T> encontrei informações sobre alguns casos de uso recomendados: Nas Diretrizes Centrais do C++ span<T> é mencionado várias vezes em regras como: Errado: Correto: Errado: Correto: Além de C-style arrays, econtrei exemplos em que std::array e std::vector são passados como argumentos para funções com parâmetros do tipo std::span. Exemplo do site Modernes C++: Mas afinal de contas o que é o um span<T>? Por que devo preferir usar span<T> no lugar de um ponteiro, referência para container (e.g., std::vector<int>& refToVector) ou std::iterator?",2021-05-04 16:44:03Z,2021-02-21T11:56:49
482160,Interceptar constructors e destructors de todos os objetos em Delphi,5,0,48,['delphi'],"Eu uso um recurso em meu sistema onde alguns usuários podem ter acesso a uso de scripts em Pascal Object e podem personalizar algumas regras. Isso está gerando um certo problema de Memory Leak, pois assim como um desenvolvedor pode esquecer de destruir um objeto o usuário pode fazer o mesmo neste recurso, portanto eu estou precisando criar um controle de Memory Leak bem simples e leve, onde o usuário vai saber que criou um objeto porém não o destruiu. O problema que estou enfrentando é interceptar o TComponent no constructor e destructor para monitorar os objetos criados e destruídos. Tentei das formas a baixo: ou Neste caso nem sempre passa, pois tenho que por no uses de todas as units. Alguém tem alguma solução ou dica? Agradeço antecipadamente.",2021-02-21 12:23:23Z,2020-11-13T17:45:57
437191,API googletrans traduzindo erroneamente textos,5,0,321,"['python', 'python-3.x', 'google-translate']","Estou tentando criar uma aplicação em Python onde preciso traduzir alguns textos, e para executar tal tarefa, estou utilizando a API googletrans. O problema é que quase todas as traduções dos textos que eu coloco possuem problemas (problemas que não acontecem quando se traduz o mesmo texto no Google Tradutor pelo browser). Veja abaixo o output do código acima: Original: Back in the day people used to go to many different places to buy the things they needed at home. They used to go to the butcher for meat and chicken, to the fruit market for fresh fruit, and to the bakery for bread. Nowadays, most people just go to one place to get everything they need. They can buy fruit, vegetables, bread, meat, milk and frozen foods at their local supermarket. Tradução: Para trás nos dias as pessoas costumavam ir para muitos lugares diferentes para comprar as coisas de que precisavam em casa. Eles usaram para ir ao açougue de carne e frango, para o mercado de frutas para frutas frescas, e até a padaria para pão. Hoje em dia, a maioria das pessoas simplesmente ir a um lugar para obter tudo o que precisam. Eles podem comprar frutas, legumes, pão, carne, leite e alimentos congelados em seu supermercado local. Abaixo está a tradução feita pelo Google Tradutor através do browser: No passado, as pessoas costumavam ir a muitos lugares diferentes para
comprar o que precisavam em casa. Eles costumavam ir ao açougue para
carne e frango, ao mercado de frutas para frutas frescas e à padaria
para pão. Hoje em dia, a maioria das pessoas vai a um lugar para obter
tudo o que precisa. Eles podem comprar frutas, legumes, pão, carne,
leite e alimentos congelados no supermercado local. Estou fazendo algo de errado? Como posso fazer o googletrans traduzir exatamente como o Google Tradutor do browser? Detalhes do ambiente:",2021-05-04 16:44:03Z,2020-02-24T23:05:06
403561,Retornar elemento a posição inicial em hover css,5,1,185,"['css', 'css-animations', 'scss']","Estou fazendo uma animação em uma logo, onde cada letra vai para um lado e quando eu passar o mouse na div onde ela está, todas as letras devem voltar ao valor inicial, assim formando a logo.
Até ai tudo bem, o problema é que como estou utilizando animation para movimentar cada letra, quando eu passo o mouse em cima da div, eu preciso remover esse animation, só que eu preciso que isso seja feito de uma maneira suave, na mesma velocidade em que a letra está se mexendo, só que quando eu removo, a letra se ""teletransporta"" para o lugar dela. Há alguma maneira de eu remover o animation no hover só que sem que seja sem esta forma brusca que fica atualmente quando passa o mouse na div? Segue exemplo para melhor entendimento 

.pai {
  position: relative;
  transition: all 0.3s;
}
.pai img {
  max-width: 50px;
  top: 150px;
}
.one {position: absolute}
.two {position: absolute;left:50px}
.three {position: absolute;left:100px; animation: floating-c 5s infinite;}
@keyframes floating-c {
    0% {
      margin-top: -150px;
      margin-left: -150px;
      filter:blur(5px);
    }
    50% {
      margin-top: 0px;
      margin-left: 0px;
      filter:blur(0px);
    }
    100% {
      margin-top: -150px;
      margin-left: -150px;
      filter:blur(5px);
    }
  }
  .three:hover {
    animation: none;
    transition: all 0.3s;
  }
<div class=""pai"">
  <img class=""one"" src=""https://images.vexels.com/media/users/3/142577/isolated/preview/6f56190e2f5224ce831a6dd08be708b1-um-isotipo-de-origami-de-carta-by-vexels.png"">
  <img
  class=""two""
  src=""https://image.flaticon.com/icons/png/512/37/37502.png"">
  <img
  class=""three""
  src=""https://png.pngtree.com/element_pic/17/07/10/208ed1d531fd30c78cd184c2e5167370.jpg"">
</div>


 Segue link do pen: https://codepen.io/maukruger/pen/RwbajVL?editors=1100",2021-05-04 16:44:03Z,2019-08-15T12:46:57
395049,Como poderia desfazer uma marcação de parágrafo,5,1,194,"['javascript', 'jquery']","Imagem do texto normal:  Imagem do texto selecionado:
 Obs: Pretendo formatar melhor a seleção, mas no caso o que estou precisando é reverter o processo através do método cancelar: Quando não existe um parágrafo no meio eu simplesmente faço assim para remover a seleção: Mas no caso do parágrafo, o método separa o texto fechando o parágrafo anterior e o próximo. Criando um pacote conforme o exemplo abaixo: No caso, como eu poderia reverter isso, mantendo a formatação do parágrafo original? Método que faz o cancelamento (porém não está rodando da forma que eu queria): Fiddle de exemplo Aqui funciona, porém só faz qua 2 parágrafos, preciso que seja para todos os parágrafos Este é um exemplo quando seleciono o texto, fazendo a marca Este exemplo está mais próximo do que preciso (porém ainda dá problemas)",2021-01-05 16:48:10Z,2019-07-03T15:19:34
387545,Como criar uma base de dados automaticamente no Laravel com todas as tabelas?,5,1,1,"['php', 'banco-de-dados', 'sqlite', 'laravel-eloquent', 'laravel-5.3']","Bem eu preciso de ajuda em um problema, estou desenvolvendo um sistema pela primeira vez em laravel e eu precisaria criar uma base de dados para cada usuário cadastrado no meu sistema, essas base devem ter as mesmas tabelas eu já descobri com alternar a consulta para cada base mas não sei como criar uma base nova já com todas as tabelas automaticamente, já tenho a base com os usuários e nessa base vou guardar qual a base de dados de cada usuário nessa base dos usuários, eu estou usando sqlite atualmente durante o desenvolvimento. Por favor alguém me ajude ou me explique se tenho que fazer de outra maneira. E se possível gostaria de saber com executar migrate em todas as base ou em varias de uma vez.",2019-11-18 11:55:00Z,2019-05-29T14:40:27
367075,Por que o FILTER_SANITIZE_EMAIL não remove alguns caracteres especiais?,5,1,130,"['php', 'input', 'filter', 'sanitize']","Eu sei como o FILTER_SANITIZE_EMAIL funciona, mas o que eu não consigo entender é porque ele não remove os seguintes caracteres: Formulário PHP Gostaria de entender esse motivo, no momento estou escrevendo sobre os tipos de filtro e realmente não encontrei nada que me fizesse entender o motivo de aceitar os caracteres que eu falei, sempre que estou desenvolvendo e quero garantir que seja um e-mail uso o HTML5, mas gosto de usar os filtros e normalmente uso parern",2021-07-08 19:57:37Z,2019-03-08T16:13:33
363528,Progressbar com steps posição fica errada,5,0,63,"['android', 'xml', 'progress-bar']",Estou tendo problemas para deixar na posição correta do fluxo com o progresso   Adiciono dinamicamente  as imagens pois o fluxo pode ter até mais de 3,2021-05-04 16:44:03Z,2019-02-19T17:17:49
354709,Como fazer download de PDF automaticamente no Selenium? Com Python,5,2,2,"['python', 'selenium', 'selenium-webdriver', 'firefox', 'webdriver']","Estou usando Python com o webdriver do Selenium para automatizar o download de vários arquivos PDF. Eu recebo a janela de visualização do PDF. E agora eu gostaria de baixar o arquivo de forma automática sem aparecer a janela (salvar como).   Estou tentando fazer o download do arquivo com o código abaixo, mas ainda sim continua aparecendo a janela (Salvar como).",2019-11-18 11:55:00Z,2019-01-07T15:11:31
352522,Problema em atualização de um UpdatePanel,5,0,61,['webforms'],"Tenho uma página que contém diversos gráficos. Usamos o Google charts para criá-los. Os gráficos estão organizados em dashboards. Na página contém um UpdatePanel responsável pelos botões dos dashboards uppDashboards dentro deste contém um asp:Repeater com cada link para o dashboard, que são criados dinamicamente. Abaixo do uppDashboards contém um UpdatePanel responsável por gerar todos os gráficos, o uppScripts. desntro destes contém 2 literais, um responsável pela inclusão dos scripts do google e o ltrDashboard responsável por conter todos os scripts de carregamento dos gráficos da tela. A cada update no uppScriptsuma nova id é gerada para as funções que geram os gráficos.
Segue um exemplo do código gerado na ltrDashboard:  Ao alterar o dashboard as classes css dos botões são alteradas. Um novo script é gerado na ltrDashboard. é feito um update no uppDashboard e no uppScripts Ao criar um novo dashboard um novo item é inserido no repeater e a função para alterar o dashboard é chamada com o código do novo item. Ao entrar na página pela primeira vez todo o comportamento de troca de dashboard está funcionando perfeitamente. quando clica em um dashboard diferente o script da ltrDashboard é gerado com uma nova id, executado e os gráficos são gerados corretamente. Ao adicionar um dashboard o ultimo Script gerado é ""congelado"" e fica sempre chamando com a id antiga. Explicando de outra forma: Acessar a página Script 111 é gerado na ltrDashboard
Script 111 é chamado
Graficos gerados   Clicar no segundo Dashboard Script 112 é gerado na ltrDashboard
Script 112 é chamado
Graficos gerados Clicar para voltar ao primeiro Dashboard Script 113 é gerado na ltrDashboard
Script 113 é chamado
Graficos gerados Adicionar Dashboard Script 114 é gerado na ltrDashboard
Script 113 é chamado e dá erro no console
Graficos com erro Alterar para o primeiro Dashboard Script 115 é gerado na ltrDashboard
Script 113 é chamado e dá erro no console
Graficos com erro A partir disso só volta a chamar o script atualizando após recarregar a página O erro ocorre na linha do script: Pois esse elemento não existe mais. Algo muito estranho é que acessando a guia Elements do Chrome a ID está atualizada, porém quando acesso o documento pela guia Sources a ID antiga está lá. Isso ocorre em todos os Browsers. Não consigo identificar o porque está executando um código antigo, sendo que o novo é o que consta na guia Elements. Alguém já passou por algum problema parecido na hora de trabalhar com os UpdatePanels? É possível fazer este código de uma forma diferente e que não ocorra o mesmo problema com os Update Panels?",2021-02-21 12:23:23Z,2018-12-21T13:17:16
